Sample,Ind,Month,species,propDiet,season
Sample109,Ind4,9,steelhead salmon,0,Summer
Sample109,Ind4,9,pink salmon,0,Summer
Sample109,Ind4,9,sablefish,0.0140397477464559,Summer
Sample109,Ind4,9,lingcod,0,Summer
Sample109,Ind4,9,arrowtooth flounder,0.034855293250228965,Summer
Sample109,Ind4,9,Pacific halibut,0,Summer
Sample110,Ind25,3,Chinook salmon,0.4464227206424441,Winter
Sample110,Ind25,3,chum salmon,0.27855503484368316,Winter
Sample110,Ind25,3,coho salmon,0.05441826754810431,Winter
Sample110,Ind25,3,steelhead salmon,0,Winter
Sample110,Ind25,3,pink salmon,0,Winter
Sample110,Ind25,3,sablefish,0,Winter
Sample110,Ind25,3,lingcod,0.18240023775700623,Winter
Sample110,Ind25,3,arrowtooth flounder,0,Winter
Sample110,Ind25,3,Pacific halibut,0.029528467140188107,Winter
Sample111,Ind4,7,Chinook salmon,0.927901328734147,Summer
Sample111,Ind4,7,chum salmon,0,Summer
Sample111,Ind4,7,coho salmon,0.07182457103727793,Summer
Sample111,Ind4,7,steelhead salmon,0,Summer
Sample111,Ind4,7,pink salmon,0,Summer
Sample111,Ind4,7,sablefish,0,Summer
Sample111,Ind4,7,lingcod,0,Summer
Sample111,Ind4,7,arrowtooth flounder,0,Summer
Sample111,Ind4,7,Pacific halibut,0,Summer
Sample112,Ind7,3,Chinook salmon,0.41585330980793384,Winter
Sample112,Ind7,3,chum salmon,0.09314366078364504,Winter
Sample112,Ind7,3,coho salmon,0.2409796080419014,Winter
Sample112,Ind7,3,steelhead salmon,0.02468908717071139,Winter
Sample112,Ind7,3,pink salmon,0,Winter
Sample112,Ind7,3,sablefish,0,Winter
Sample112,Ind7,3,lingcod,0.05848269909224048,Winter
Sample112,Ind7,3,arrowtooth flounder,0.024911791448474135,Winter
Sample112,Ind7,3,Pacific halibut,0.1419398436550937,Winter
Sample113,Ind10,6,Chinook salmon,0.8263371704044286,Spring
Sample113,Ind10,6,chum salmon,0,Spring
Sample113,Ind10,6,coho salmon,0.13562115363219146,Spring
Sample113,Ind10,6,steelhead salmon,0.03804167596338006,Spring
Sample113,Ind10,6,pink salmon,0,Spring
Sample113,Ind10,6,sablefish,0,Spring
Sample113,Ind10,6,lingcod,0,Spring
Sample113,Ind10,6,arrowtooth flounder,0,Spring
Sample113,Ind10,6,Pacific halibut,0,Spring
Sample114,Ind18,4,Chinook salmon,0.48020642433238964,Spring
Sample114,Ind18,4,chum salmon,0.27403724744898,Spring
Sample114,Ind18,4,coho salmon,0.08967590894374206,Spring
Sample114,Ind18,4,steelhead salmon,0,Spring
Sample114,Ind18,4,pink salmon,0,Spring
Sample114,Ind18,4,sablefish,0,Spring
Sample114,Ind18,4,lingcod,0,Spring
Sample114,Ind18,4,arrowtooth flounder,0.07229803925467636,Spring
Sample114,Ind18,4,Pacific halibut,0.08374189947671677,Spring
Sample115,Ind27,10,Chinook salmon,0.3921802346342549,Autumn
Sample115,Ind27,10,chum salmon,0.10423368950751456,Autumn
Sample115,Ind27,10,coho salmon,0.10421983580546651,Autumn
Sample115,Ind27,10,steelhead salmon,0.02286343885131406,Autumn
Sample115,Ind27,10,pink salmon,0,Autumn
Sample115,Ind27,10,sablefish,0.27146013173263295,Autumn
Sample115,Ind27,10,lingcod,0,Autumn
Sample115,Ind27,10,arrowtooth flounder,0.10494268090935326,Autumn
Sample115,Ind27,10,Pacific halibut,0,Autumn
Sample116,Ind13,2,Chinook salmon,0.5913642800962834,Winter
Sample116,Ind13,2,chum salmon,0.14933040489352936,Winter
Sample116,Ind13,2,coho salmon,0,Winter
Sample116,Ind13,2,steelhead salmon,0,Winter
Sample116,Ind13,2,pink salmon,0,Winter
Sample116,Ind13,2,sablefish,0,Winter
Sample116,Ind13,2,lingcod,0.18349338006307972,Winter
Sample116,Ind13,2,arrowtooth flounder,0,Winter
Sample116,Ind13,2,Pacific halibut,0.06415007090919435,Winter
Sample117,Ind21,7,Chinook salmon,0.8134332020878186,Summer
Sample117,Ind21,7,chum salmon,0,Summer
Sample117,Ind21,7,coho salmon,0.1865305870532469,Summer
Sample117,Ind21,7,steelhead salmon,0,Summer
Sample117,Ind21,7,pink salmon,0,Summer
Sample117,Ind21,7,sablefish,0,Summer
Sample117,Ind21,7,lingcod,0,Summer
Sample117,Ind21,7,arrowtooth flounder,0,Summer
Sample117,Ind21,7,Pacific halibut,0,Summer
Sample118,Ind22,1,Chinook salmon,0.22587021456770456,Winter
Sample118,Ind22,1,chum salmon,0.27839643768186445,Winter
Sample118,Ind22,1,coho salmon,0,Winter
Sample118,Ind22,1,steelhead salmon,0.1413262926076265,Winter
Sample118,Ind22,1,pink salmon,0,Winter
Sample118,Ind22,1,sablefish,0,Winter
Sample118,Ind22,1,lingcod,0.30667009097132664,Winter
Sample118,Ind22,1,arrowtooth flounder,0.04339169254021798,Winter
Sample118,Ind22,1,Pacific halibut,0,Winter
Sample119,Ind19,2,Chinook salmon,0.5061216710470927,Winter
Sample119,Ind19,2,chum salmon,0.15623522592578018,Winter
Sample119,Ind19,2,coho salmon,0,Winter
Sample119,Ind19,2,steelhead salmon,0.023540837231296623,Winter
Sample119,Ind19,2,pink salmon,0,Winter
Sample119,Ind19,2,sablefish,0,Winter
Sample119,Ind19,2,lingcod,0.2080229109998917,Winter
Sample119,Ind19,2,arrowtooth flounder,0,Winter
Sample119,Ind19,2,Pacific halibut,0.10598635752196303,Winter
Sample120,Ind16,3,Chinook salmon,0.3979693803407845,Winter
Sample120,Ind16,3,chum salmon,0.17869053826480835,Winter
Sample120,Ind16,3,coho salmon,0.18826163755296568,Winter
Sample120,Ind16,3,steelhead salmon,0,Winter
Sample120,Ind16,3,pink salmon,0,Winter
Sample120,Ind16,3,sablefish,0,Winter
Sample120,Ind16,3,lingcod,0.0959218869615914,Winter
Sample120,Ind16,3,arrowtooth flounder,0.02555401066648893,Winter
Sample120,Ind16,3,Pacific halibut,0.106204226547238,Winter
Sample121,Ind22,1,Chinook salmon,0.06715001003171202,Winter
Sample121,Ind22,1,chum salmon,0.5107278764021406,Winter
Sample121,Ind22,1,coho salmon,0,Winter
Sample121,Ind22,1,steelhead salmon,0.017227828745489455,Winter
Sample121,Ind22,1,pink salmon,0,Winter
Sample121,Ind22,1,sablefish,0,Winter
Sample121,Ind22,1,lingcod,0.3925464377155003,Winter
Sample121,Ind22,1,arrowtooth flounder,0.01228728791827501,Winter
Sample121,Ind22,1,Pacific halibut,0,Winter
Sample122,Ind28,10,Chinook salmon,0.4577458667551901,Autumn
Sample122,Ind28,10,chum salmon,0.22605112577385528,Autumn
Sample122,Ind28,10,coho salmon,0.10397162986022827,Autumn
Sample122,Ind28,10,steelhead salmon,0.022095867894976008,Autumn
Sample122,Ind28,10,pink salmon,0,Autumn
Sample122,Ind28,10,sablefish,0.12939671873433836,Autumn
Sample122,Ind28,10,lingcod,0,Autumn
Sample122,Ind28,10,arrowtooth flounder,0.06073833175838169,Autumn
Sample122,Ind28,10,Pacific halibut,0,Autumn
Sample123,Ind29,5,Chinook salmon,0.403635086041599,Spring
Sample123,Ind29,5,chum salmon,0,Spring
Sample123,Ind29,5,coho salmon,0.5901575983569984,Spring
Sample123,Ind29,5,steelhead salmon,0,Spring
Sample123,Ind29,5,pink salmon,0,Spring
Sample123,Ind29,5,sablefish,0,Spring
Sample123,Ind29,5,lingcod,0,Spring
Sample123,Ind29,5,arrowtooth flounder,0,Spring
Sample123,Ind29,5,Pacific halibut,0,Spring
Sample124,Ind17,2,Chinook salmon,0.5242994762947137,Winter
Sample124,Ind17,2,chum salmon,0.1837558875484523,Winter
Sample124,Ind17,2,coho salmon,0,Winter
Sample124,Ind17,2,steelhead salmon,0,Winter
Sample124,Ind17,2,pink salmon,0,Winter
Sample124,Ind17,2,sablefish,0,Winter
Sample124,Ind17,2,lingcod,0.2334891379784481,Winter
Sample124,Ind17,2,arrowtooth flounder,0,Winter
Sample124,Ind17,2,Pacific halibut,0.048849468200333854,Winter
Sample125,Ind12,3,Chinook salmon,0.23993300874131643,Winter
Sample125,Ind12,3,chum salmon,0.10117145296482499,Winter
Sample125,Ind12,3,coho salmon,0.14460708277260348,Winter
Sample125,Ind12,3,steelhead salmon,0.16508602410263015,Winter
Sample125,Ind12,3,pink salmon,0,Winter
Sample125,Ind12,3,sablefish,0,Winter
Sample125,Ind12,3,lingcod,0.2476533654167003,Winter
Sample125,Ind12,3,arrowtooth flounder,0,Winter
Sample125,Ind12,3,Pacific halibut,0.09680174486412119,Winter
Sample126,Ind9,3,Chinook salmon,0.5317250612547914,Winter
Sample126,Ind9,3,chum salmon,0.16084884915175168,Winter
Sample126,Ind9,3,coho salmon,0.06654749921109115,Winter
Sample126,Ind9,3,steelhead salmon,0.019139302203648064,Winter
Sample126,Ind9,3,pink salmon,0,Winter
Sample126,Ind9,3,sablefish,0,Winter
Sample126,Ind9,3,lingcod,0.16233103225338313,Winter
Sample126,Ind9,3,arrowtooth flounder,0.01755493801248842,Winter
Sample126,Ind9,3,Pacific halibut,0.041853317912846195,Winter
Sample127,Ind25,10,Chinook salmon,0.3248114798649982,Autumn
Sample127,Ind25,10,chum salmon,0.14560101638344294,Autumn
Sample127,Ind25,10,coho salmon,0.16817200016331843,Autumn
Sample127,Ind25,10,steelhead salmon,0.029020087728155782,Autumn
Sample127,Ind25,10,pink salmon,0,Autumn
Sample127,Ind25,10,sablefish,0.15321874369414787,Autumn
Sample127,Ind25,10,lingcod,0,Autumn
Sample127,Ind25,10,arrowtooth flounder,0.17890066257715181,Autumn
Sample127,Ind25,10,Pacific halibut,0,Autumn
Sample128,Ind21,2,Chinook salmon,0.4662381868375403,Winter
Sample128,Ind21,2,chum salmon,0.23236685148787373,Winter
Sample128,Ind21,2,coho salmon,0,Winter
Sample128,Ind21,2,steelhead salmon,0.014296078850995512,Winter
Sample128,Ind21,2,pink salmon,0,Winter
Sample128,Ind21,2,sablefish,0,Winter
Sample128,Ind21,2,lingcod,0.2348996312032044,Winter
Sample128,Ind21,2,arrowtooth flounder,0,Winter
Sample128,Ind21,2,Pacific halibut,0.04848989964212632,Winter
Sample129,Ind30,10,Chinook salmon,0.26440943186710353,Autumn
Sample129,Ind30,10,chum salmon,0.4064419350103128,Autumn
Sample129,Ind30,10,coho salmon,0.0426370816987439,Autumn
Sample129,Ind30,10,steelhead salmon,0.01439081264155034,Autumn
Sample129,Ind30,10,pink salmon,0,Autumn
Sample129,Ind30,10,sablefish,0.05341275790366111,Autumn
Sample129,Ind30,10,lingcod,0,Autumn
Sample129,Ind30,10,arrowtooth flounder,0.21857556678661327,Autumn
Sample129,Ind30,10,Pacific halibut,0,Autumn
Sample130,Ind11,4,Chinook salmon,0.39083486096160197,Spring
Sample130,Ind11,4,chum salmon,0.22114809519388526,Spring
Sample130,Ind11,4,coho salmon,0.20063252044874388,Spring
Sample130,Ind11,4,steelhead salmon,0.15124548909963853,Spring
Sample130,Ind11,4,pink salmon,0,Spring
Sample130,Ind11,4,sablefish,0,Spring
Sample130,Ind11,4,lingcod,0,Spring
Sample130,Ind11,4,arrowtooth flounder,0.010610029273514168,Spring
Sample130,Ind11,4,Pacific halibut,0.025529005022616215,Spring
Sample131,Ind25,9,Chinook salmon,0.5657392345433878,Summer
Sample131,Ind25,9,chum salmon,0.08041471686787022,Summer
Sample131,Ind25,9,coho salmon,0.2543262433069663,Summer
Sample131,Ind25,9,steelhead salmon,0.05083252847536192,Summer
Sample131,Ind25,9,pink salmon,0,Summer
Sample131,Ind25,9,sablefish,0.020810859130402568,Summer
Sample131,Ind25,9,lingcod,0,Summer
Sample131,Ind25,9,arrowtooth flounder,0.022992017762326507,Summer
Sample131,Ind25,9,Pacific halibut,0,Summer
Sample132,Ind26,10,Chinook salmon,0.22020716342761573,Autumn
Sample132,Ind26,10,chum salmon,0.2178277606670878,Autumn
Sample132,Ind26,10,coho salmon,0.06952754779654509,Autumn
Sample132,Ind26,10,steelhead salmon,0,Autumn
Sample132,Ind26,10,pink salmon,0,Autumn
Sample132,Ind26,10,sablefish,0.13419438504888356,Autumn
Sample132,Ind26,10,lingcod,0,Autumn
Sample132,Ind26,10,arrowtooth flounder,0.3564349319202422,Autumn
Sample132,Ind26,10,Pacific halibut,0,Autumn
Sample133,Ind16,7,Chinook salmon,0.8752693409150187,Summer
Sample133,Ind16,7,chum salmon,0,Summer
Sample133,Ind16,7,coho salmon,0.11504003309177306,Summer
Sample133,Ind16,7,steelhead salmon,0,Summer
Sample133,Ind16,7,pink salmon,0,Summer
Sample133,Ind16,7,sablefish,0,Summer
Sample133,Ind16,7,lingcod,0,Summer
Sample133,Ind16,7,arrowtooth flounder,0,Summer
Sample133,Ind16,7,Pacific halibut,0,Summer
Sample134,Ind8,1,Chinook salmon,0.026838308061589437,Winter
Sample134,Ind8,1,chum salmon,0.5237808903401994,Winter
Sample134,Ind8,1,coho salmon,0,Winter
Sample134,Ind8,1,steelhead salmon,0.050017143623250715,Winter
Sample134,Ind8,1,pink salmon,0,Winter
Sample134,Ind8,1,sablefish,0,Winter
Sample134,Ind8,1,lingcod,0.29496513162164917,Winter
Sample134,Ind8,1,arrowtooth flounder,0.1043974754533072,Winter
Sample134,Ind8,1,Pacific halibut,0,Winter
Sample135,Ind29,4,Chinook salmon,0.27653213841925706,Spring
Sample135,Ind29,4,chum salmon,0.2629581197006757,Spring
Sample135,Ind29,4,coho salmon,0.17045942185911067,Spring
Sample135,Ind29,4,steelhead salmon,0.04375626405234738,Spring
Sample135,Ind29,4,pink salmon,0,Spring
Sample135,Ind29,4,sablefish,0,Spring
Sample135,Ind29,4,lingcod,0,Spring
Sample135,Ind29,4,arrowtooth flounder,0.0715570035376864,Spring
Sample135,Ind29,4,Pacific halibut,0.17473705243092277,Spring
Sample136,Ind23,6,Chinook salmon,0.8662060882798016,Spring
Sample136,Ind23,6,chum salmon,0,Spring
Sample136,Ind23,6,coho salmon,0.1091733402558666,Spring
Sample136,Ind23,6,steelhead salmon,0.02462057146433183,Spring
Sample136,Ind23,6,pink salmon,0,Spring
Sample136,Ind23,6,sablefish,0,Spring
Sample136,Ind23,6,lingcod,0,Spring
Sample136,Ind23,6,arrowtooth flounder,0,Spring
Sample136,Ind23,6,Pacific halibut,0,Spring
Sample137,Ind6,3,Chinook salmon,0.46713206453431394,Winter
Sample137,Ind6,3,chum salmon,0.15124438011230273,Winter
Sample137,Ind6,3,coho salmon,0.0707427485637164,Winter
Sample137,Ind6,3,steelhead salmon,0.08126673734020734,Winter
Sample137,Ind6,3,pink salmon,0,Winter
Sample137,Ind6,3,sablefish,0,Winter
Sample137,Ind6,3,lingcod,0.05841214638429719,Winter
Sample137,Ind6,3,arrowtooth flounder,0.10813654202311454,Winter
Sample137,Ind6,3,Pacific halibut,0.06306538104204783,Winter
Sample138,Ind1,12,Chinook salmon,0.10481186311480424,Autumn
Sample138,Ind1,12,chum salmon,0.2003703905752763,Autumn
Sample138,Ind1,12,coho salmon,0,Autumn
Sample138,Ind1,12,steelhead salmon,0.22743258509193784,Autumn
Sample138,Ind1,12,pink salmon,0,Autumn
Sample138,Ind1,12,sablefish,0.11602475819531048,Autumn
Sample138,Ind1,12,lingcod,0,Autumn
Sample138,Ind1,12,arrowtooth flounder,0.32423857732140615,Autumn
Sample138,Ind1,12,Pacific halibut,0.022735213342083675,Autumn
Sample139,Ind13,3,Chinook salmon,0.4613189130193953,Winter
Sample139,Ind13,3,chum salmon,0.10500175315617613,Winter
Sample139,Ind13,3,coho salmon,0.24154339436864775,Winter
Sample139,Ind13,3,steelhead salmon,0,Winter
Sample139,Ind13,3,pink salmon,0,Winter
Sample139,Ind13,3,sablefish,0,Winter
Sample139,Ind13,3,lingcod,0.0578317923713745,Winter
Sample139,Ind13,3,arrowtooth flounder,0,Winter
Sample139,Ind13,3,Pacific halibut,0.13395793409540405,Winter
Sample140,Ind14,6,Chinook salmon,0.8437431497290602,Spring
Sample140,Ind14,6,chum salmon,0,Spring
Sample140,Ind14,6,coho salmon,0.0964174217786743,Spring
Sample140,Ind14,6,steelhead salmon,0.05983942849226562,Spring
Sample140,Ind14,6,pink salmon,0,Spring
Sample140,Ind14,6,sablefish,0,Spring
Sample140,Ind14,6,lingcod,0,Spring
Sample140,Ind14,6,arrowtooth flounder,0,Spring
Sample140,Ind14,6,Pacific halibut,0,Spring
Sample141,Ind5,12,Chinook salmon,0,Autumn
Sample141,Ind5,12,chum salmon,0.5797455623678833,Autumn
Sample141,Ind5,12,coho salmon,0,Autumn
Sample141,Ind5,12,steelhead salmon,0.018068581408701632,Autumn
Sample141,Ind5,12,pink salmon,0,Autumn
Sample141,Ind5,12,sablefish,0.024690534415851118,Autumn
Sample141,Ind5,12,lingcod,0.1814973945957612,Autumn
Sample141,Ind5,12,arrowtooth flounder,0.18295624000354013,Autumn
Sample141,Ind5,12,Pacific halibut,0,Autumn
Sample142,Ind9,9,Chinook salmon,0.23236028469497125,Summer
Sample142,Ind9,9,chum salmon,0.15443517555995967,Summer
Sample142,Ind9,9,coho salmon,0.45363887452169294,Summer
Sample142,Ind9,9,steelhead salmon,0,Summer
Sample142,Ind9,9,pink salmon,0,Summer
Sample142,Ind9,9,sablefish,0.13136791764713476,Summer
Sample142,Ind9,9,lingcod,0,Summer
Sample142,Ind9,9,arrowtooth flounder,0.028022367387065143,Summer
Sample142,Ind9,9,Pacific halibut,0,Summer
Sample143,Ind23,10,Chinook salmon,0.30380767418104726,Autumn
Sample143,Ind23,10,chum salmon,0.1242072988904729,Autumn
Sample143,Ind23,10,coho salmon,0.11896706128012861,Autumn
Sample143,Ind23,10,steelhead salmon,0.04215858568169225,Autumn
Sample143,Ind23,10,pink salmon,0,Autumn
Sample143,Ind23,10,sablefish,0.3566387114923001,Autumn
Sample143,Ind23,10,lingcod,0,Autumn
Sample143,Ind23,10,arrowtooth flounder,0.05422019415734809,Autumn
Sample143,Ind23,10,Pacific halibut,0,Autumn
Sample144,Ind16,7,Chinook salmon,0.7915865120211459,Summer
Sample144,Ind16,7,chum salmon,0,Summer
Sample144,Ind16,7,coho salmon,0.16828438294598622,Summer
Sample144,Ind16,7,steelhead salmon,0.04012910503286779,Summer
Sample144,Ind16,7,pink salmon,0,Summer
Sample144,Ind16,7,sablefish,0,Summer
Sample144,Ind16,7,lingcod,0,Summer
Sample144,Ind16,7,arrowtooth flounder,0,Summer
Sample144,Ind16,7,Pacific halibut,0,Summer
Sample145,Ind26,3,Chinook salmon,0.5001732022321254,Winter
Sample145,Ind26,3,chum salmon,0.1905457742486,Winter
Sample145,Ind26,3,coho salmon,0.058849321075765876,Winter
Sample145,Ind26,3,steelhead salmon,0,Winter
Sample145,Ind26,3,pink salmon,0,Winter
Sample145,Ind26,3,sablefish,0,Winter
Sample145,Ind26,3,lingcod,0.09801718482219587,Winter
Sample145,Ind26,3,arrowtooth flounder,0,Winter
Sample145,Ind26,3,Pacific halibut,0.14781003871176115,Winter
Sample146,Ind11,9,Chinook salmon,0.6149017608089612,Summer
Sample146,Ind11,9,chum salmon,0.05632861553582313,Summer
Sample146,Ind11,9,coho salmon,0.24445271741001487,Summer
Sample146,Ind11,9,steelhead salmon,0,Summer
Sample146,Ind11,9,pink salmon,0,Summer
Sample146,Ind11,9,sablefish,0.016739719277679296,Summer
Sample146,Ind11,9,lingcod,0,Summer
Sample146,Ind11,9,arrowtooth flounder,0,Summer
Sample146,Ind11,9,Pacific halibut,0.06399575668609173,Summer
Sample147,Ind10,2,Chinook salmon,0.5773602668056708,Winter
Sample147,Ind10,2,chum salmon,0.14809351734073897,Winter
Sample147,Ind10,2,coho salmon,0,Winter
Sample147,Ind10,2,steelhead salmon,0,Winter
Sample147,Ind10,2,pink salmon,0,Winter
Sample147,Ind10,2,sablefish,0,Winter
Sample147,Ind10,2,lingcod,0.1650671752462109,Winter
Sample147,Ind10,2,arrowtooth flounder,0.08624825635177596,Winter
Sample147,Ind10,2,Pacific halibut,0.02235107193925712,Winter
Sample148,Ind10,6,Chinook salmon,0.698627468272509,Spring
Sample148,Ind10,6,chum salmon,0,Spring
Sample148,Ind10,6,coho salmon,0.29553523760992223,Spring
Sample148,Ind10,6,steelhead salmon,0,Spring
Sample148,Ind10,6,pink salmon,0,Spring
Sample148,Ind10,6,sablefish,0,Spring
Sample148,Ind10,6,lingcod,0,Spring
Sample148,Ind10,6,arrowtooth flounder,0,Spring
Sample148,Ind10,6,Pacific halibut,0,Spring
Sample149,Ind24,9,Chinook salmon,0.26226205762910304,Summer
Sample149,Ind24,9,chum salmon,0.3072591893645972,Summer
Sample149,Ind24,9,coho salmon,0.3455801766694362,Summer
Sample149,Ind24,9,steelhead salmon,0,Summer
Sample149,Ind24,9,pink salmon,0,Summer
Sample149,Ind24,9,sablefish,0.07822542764237334,Summer
Sample149,Ind24,9,lingcod,0,Summer
Sample149,Ind24,9,arrowtooth flounder,0,Summer
Sample149,Ind24,9,Pacific halibut,0,Summer
Sample150,Ind1,8,Chinook salmon,0.3094241848724148,Summer
Sample150,Ind1,8,chum salmon,0.06481483988952483,Summer
Sample150,Ind1,8,coho salmon,0.4006190813405397,Summer
Sample150,Ind1,8,steelhead salmon,0.10977625877794212,Summer
Sample150,Ind1,8,pink salmon,0,Summer
Sample150,Ind1,8,sablefish,0,Summer
Sample150,Ind1,8,lingcod,0,Summer
Sample150,Ind1,8,arrowtooth flounder,0.10129079415457434,Summer
Sample150,Ind1,8,Pacific halibut,0.014074840965004182,Summer
Sample151,Ind27,11,Chinook salmon,0.01634334975604374,Autumn
Sample151,Ind27,11,chum salmon,0.5183701919100738,Autumn
Sample151,Ind27,11,coho salmon,0.16895498558588612,Autumn
Sample151,Ind27,11,steelhead salmon,0.011819137447621043,Autumn
Sample151,Ind27,11,pink salmon,0,Autumn
Sample151,Ind27,11,sablefish,0.08310526824536459,Autumn
Sample151,Ind27,11,lingcod,0,Autumn
Sample151,Ind27,11,arrowtooth flounder,0.2014066153591244,Autumn
Sample151,Ind27,11,Pacific halibut,0,Autumn
Sample152,Ind25,6,Chinook salmon,0.9121837015719354,Spring
Sample152,Ind25,6,chum salmon,0,Spring
Sample152,Ind25,6,coho salmon,0.08119874444652862,Spring
Sample152,Ind25,6,steelhead salmon,0,Spring
Sample152,Ind25,6,pink salmon,0,Spring
Sample152,Ind25,6,sablefish,0,Spring
Sample152,Ind25,6,lingcod,0,Spring
Sample152,Ind25,6,arrowtooth flounder,0,Spring
Sample152,Ind25,6,Pacific halibut,0,Spring
Sample153,Ind29,5,Chinook salmon,0.5544714825600642,Spring
Sample153,Ind29,5,chum salmon,0,Spring
Sample153,Ind29,5,coho salmon,0.44521219770164844,Spring
Sample153,Ind29,5,steelhead salmon,0,Spring
Sample153,Ind29,5,pink salmon,0,Spring
Sample153,Ind29,5,sablefish,0,Spring
Sample153,Ind29,5,lingcod,0,Spring
Sample153,Ind29,5,arrowtooth flounder,0,Spring
Sample153,Ind29,5,Pacific halibut,0,Spring
Sample154,Ind25,10,Chinook salmon,0.40587542994366616,Autumn
Sample154,Ind25,10,chum salmon,0.2655786183053532,Autumn
Sample154,Ind25,10,coho salmon,0.15124878430305055,Autumn
Sample154,Ind25,10,steelhead salmon,0,Autumn
Sample154,Ind25,10,pink salmon,0,Autumn
Sample154,Ind25,10,sablefish,0.09258426922025041,Autumn
Sample154,Ind25,10,lingcod,0,Autumn
Sample154,Ind25,10,arrowtooth flounder,0.07767631342234899,Autumn
Sample154,Ind25,10,Pacific halibut,0,Autumn
Sample155,Ind19,1,Chinook salmon,0.1598254350230934,Winter
Sample155,Ind19,1,chum salmon,0.3797133495604095,Winter
Sample155,Ind19,1,coho salmon,0,Winter
Sample155,Ind19,1,steelhead salmon,0,Winter
Sample155,Ind19,1,pink salmon,0,Winter
Sample155,Ind19,1,sablefish,0,Winter
Sample155,Ind19,1,lingcod,0.45808348690860573,Winter
Sample155,Ind19,1,arrowtooth flounder,0,Winter
Sample155,Ind19,1,Pacific halibut,0,Winter
Sample156,Ind17,9,Chinook salmon,0.4301156867850827,Summer
Sample156,Ind17,9,chum salmon,0.22799685592356989,Summer
Sample156,Ind17,9,coho salmon,0.311256710445481,Summer
Sample156,Ind17,9,steelhead salmon,0,Summer
Sample156,Ind17,9,pink salmon,0,Summer
Sample156,Ind17,9,sablefish,0,Summer
Sample156,Ind17,9,lingcod,0,Summer
Sample156,Ind17,9,arrowtooth flounder,0,Summer
Sample156,Ind17,9,Pacific halibut,0.016782594465567617,Summer
Sample157,Ind14,10,Chinook salmon,0.31265717797591824,Autumn
Sample157,Ind14,10,chum salmon,0.2152837175882778,Autumn
Sample157,Ind14,10,coho salmon,0.15920774639905466,Autumn
Sample157,Ind14,10,steelhead salmon,0.03206830420522689,Autumn
Sample157,Ind14,10,pink salmon,0,Autumn
Sample157,Ind14,10,sablefish,0.2498523523647419,Autumn
Sample157,Ind14,10,lingcod,0,Autumn
Sample157,Ind14,10,arrowtooth flounder,0.030615662433745805,Autumn
Sample157,Ind14,10,Pacific halibut,0,Autumn
Sample158,Ind14,1,Chinook salmon,0,Winter
Sample158,Ind14,1,chum salmon,0.5597737524463751,Winter
Sample158,Ind14,1,coho salmon,0,Winter
Sample158,Ind14,1,steelhead salmon,0,Winter
Sample158,Ind14,1,pink salmon,0,Winter
Sample158,Ind14,1,sablefish,0,Winter
Sample158,Ind14,1,lingcod,0.4290092284162176,Winter
Sample158,Ind14,1,arrowtooth flounder,0,Winter
Sample158,Ind14,1,Pacific halibut,0,Winter
Sample159,Ind15,12,Chinook salmon,0.10129310781119448,Autumn
Sample159,Ind15,12,chum salmon,0.5871335499355477,Autumn
Sample159,Ind15,12,coho salmon,0,Autumn
Sample159,Ind15,12,steelhead salmon,0,Autumn
Sample159,Ind15,12,pink salmon,0,Autumn
Sample159,Ind15,12,sablefish,0.03360227666744512,Autumn
Sample159,Ind15,12,lingcod,0.010490159960816944,Autumn
Sample159,Ind15,12,arrowtooth flounder,0.2667384088687068,Autumn
Sample159,Ind15,12,Pacific halibut,0,Autumn
Sample160,Ind6,6,Chinook salmon,0.8948111412109728,Spring
Sample160,Ind6,6,chum salmon,0,Spring
Sample160,Ind6,6,coho salmon,0.047128617024862006,Spring
Sample160,Ind6,6,steelhead salmon,0.05806024176416515,Spring
Sample160,Ind6,6,pink salmon,0,Spring
Sample160,Ind6,6,sablefish,0,Spring
Sample160,Ind6,6,lingcod,0,Spring
Sample160,Ind6,6,arrowtooth flounder,0,Spring
Sample160,Ind6,6,Pacific halibut,0,Spring
Sample161,Ind24,1,Chinook salmon,0.06367798890538859,Winter
Sample161,Ind24,1,chum salmon,0.5715194750716269,Winter
Sample161,Ind24,1,coho salmon,0,Winter
Sample161,Ind24,1,steelhead salmon,0.04866292776293622,Winter
Sample161,Ind24,1,pink salmon,0,Winter
Sample161,Ind24,1,sablefish,0,Winter
Sample161,Ind24,1,lingcod,0.31275790494876854,Winter
Sample161,Ind24,1,arrowtooth flounder,0,Winter
Sample161,Ind24,1,Pacific halibut,0,Winter
Sample162,Ind15,11,Chinook salmon,0.11545098887212439,Autumn
Sample162,Ind15,11,chum salmon,0.3109320287673626,Autumn
Sample162,Ind15,11,coho salmon,0.10105823491803209,Autumn
Sample162,Ind15,11,steelhead salmon,0,Autumn
Sample162,Ind15,11,pink salmon,0,Autumn
Sample162,Ind15,11,sablefish,0.32203229351846563,Autumn
Sample162,Ind15,11,lingcod,0,Autumn
Sample162,Ind15,11,arrowtooth flounder,0.15005582731857317,Autumn
Sample162,Ind15,11,Pacific halibut,0,Autumn
Sample163,Ind11,9,Chinook salmon,0.4152172266753565,Summer
Sample163,Ind11,9,chum salmon,0.19112604076858114,Summer
Sample163,Ind11,9,coho salmon,0.30882676277606075,Summer
